tenant_id,curso_id,nombre,descripcion,instructor,precio,precio_original,rating,estudiantes,duracion,imagen_url,categories,nivel
UDEMY,8dcf5519-37d0-42ef-97b3-200659b04520,Google Analytics - Avanzado,Aprende google analytics de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Roberto Jiménez,33.0,,4.2,1777,6 horas,https://example.com/images/curso_08508c8d.jpg,"[""M\u00f3vil"", ""Flutter""]",Experto
UDEMY,455188ab-9138-454b-8f91-0c0e69762022,Machine Learning Básico - Desde Cero,Aprende machine learning básico de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Alejandro Peña,54.0,,4.4,41702,4 horas,https://example.com/images/curso_8d1b9b87.jpg,"[""Seguridad"", ""Ethical Hacking""]",Avanzado
UDEMY,88e255b2-510d-4643-88ca-dca1d95d840d,Adobe XD - Práctico,Aprende adobe xd de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Patricia Herrera,68.0,,4.1,32438,15 horas,https://example.com/images/curso_22727a64.jpg,"[""M\u00f3vil"", ""iOS""]",Experto
UDEMY,26ac7b24-4618-436f-910b-63143fbc74cb,Ethical Hacking - Masterclass,Aprende ethical hacking de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Pedro López,26.0,,3.7,7280,20 horas,https://example.com/images/curso_a507b12d.jpg,"[""Dise\u00f1o"", ""UI/UX""]",Intermedio
UDEMY,80341a2a-1d15-4193-88ba-c83ece83bf6e,Leadership Skills - Completo,Aprende leadership skills de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dr. María González,31.0,,3.9,17348,2 horas,https://example.com/images/curso_8903861b.jpg,"[""M\u00f3vil"", ""iOS""]",Principiante
UDEMY,161873e5-5db7-49a5-a7ef-83cd4db8fca5,Node.js Completo - Práctico,Aprende node.js completo de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dr. Fernando Castro,67.0,,4.5,30038,25 horas,https://example.com/images/curso_fed0b079.jpg,"[""Seguridad"", ""Cybersecurity""]",Experto
UDEMY,e496999d-c15c-43c8-a316-47cc673e01ab,Rust Programming - Masterclass,Aprende rust programming de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Miguel Torres,96.0,,4.1,34741,2 horas,https://example.com/images/curso_bef84588.jpg,"[""M\u00f3vil"", ""React Native""]",Principiante
UDEMY,cf7958ca-721f-49f1-b4c0-08e1ca5ca8d4,Google Analytics - Avanzado,Aprende google analytics de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Isabel Moreno,105.0,,4.0,47506,25 horas,https://example.com/images/curso_952e173b.jpg,"[""Dise\u00f1o"", ""Gr\u00e1fico""]",Avanzado
UDEMY,2366e9d3-d634-4249-a32f-9564ba7e83ee,Flutter Development - Completo,Aprende flutter development de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Isabel Moreno,74.0,,3.6,45296,10 horas,https://example.com/images/curso_2b8daa9b.jpg,"[""Desarrollo Web"", ""Backend""]",Experto
UDEMY,bbbe04b5-f435-47e6-84ad-59d4c4364b0b,React desde Cero - Completo,Aprende react desde cero de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Carlos Rodríguez,113.0,,4.7,15931,4 horas,https://example.com/images/curso_16039db6.jpg,"[""M\u00f3vil"", ""Android""]",Intermedio
UDEMY,506c8dd5-7415-4c49-afb1-db3f3aff570c,PHP Laravel - Completo,Aprende php laravel de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dr. María González,27.0,,4.5,13163,6 horas,https://example.com/images/curso_ba4a0d89.jpg,"[""Ciencia de Datos"", ""Analytics""]",Avanzado
UDEMY,383d1149-cbcf-4469-b91b-3c58238d9a51,Introducción a Python - Masterclass,Aprende introducción a python de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Mónica Ortega,22.0,,4.3,5240,10 horas,https://example.com/images/curso_658c95aa.jpg,"[""M\u00f3vil"", ""Flutter""]",Intermedio
UDEMY,4dc3c4b1-0236-4d8e-b128-cd8667a6a9aa,Social Media Marketing - Avanzado,Aprende social media marketing de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dr. José García,23.0,,4.7,15544,12 horas,https://example.com/images/curso_1e6478b2.jpg,"[""M\u00f3vil"", ""Android""]",Intermedio
UDEMY,a394f887-3a86-4b02-b087-12ca4fc4f7e4,Power BI - Desde Cero,Aprende power bi de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Carmen Ruiz,40.0,,3.7,44652,25 horas,https://example.com/images/curso_1a2b010e.jpg,"[""Programaci\u00f3n"", ""JavaScript""]",Principiante
UDEMY,2f006a11-1c6e-4a18-a66e-9df42e1a0c7d,UI/UX Design - Desde Cero,Aprende ui/ux design de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Cristina Mendoza,51.0,,3.9,19093,6 horas,https://example.com/images/curso_9be07ec1.jpg,"[""Seguridad"", ""Ethical Hacking""]",Experto
UDEMY,c6498e5d-b9bf-4cfa-ae80-02b8c460d392,Project Management - 2024,Aprende project management de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Carlos Rodríguez,139.0,,3.6,27578,30 horas,https://example.com/images/curso_34ccc52e.jpg,"[""Blockchain"", ""Cryptocurrency""]",Principiante
UDEMY,217207d4-90eb-4c88-a578-034b0adaa02b,Agile Scrum - Masterclass,Aprende agile scrum de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Lucía Vargas,39.0,,4.2,47725,30 horas,https://example.com/images/curso_4acebac3.jpg,"[""Negocios"", ""Management""]",Principiante
UDEMY,2f5d59a2-df7e-4217-bf90-665ad62af447,MongoDB Avanzado - 2024,Aprende mongodb avanzado de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Isabel Moreno,187.0,,4.0,45853,4 horas,https://example.com/images/curso_859968c7.jpg,"[""Dise\u00f1o"", ""Gr\u00e1fico""]",Intermedio
UDEMY,7e493bc7-6c2c-41f7-bd19-49f311355359,Cybersecurity Fundamentals - Completo,Aprende cybersecurity fundamentals de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Raúl Vega,58.0,,3.6,30688,4 horas,https://example.com/images/curso_63c46650.jpg,"[""Bases de Datos"", ""SQL""]",Experto
UDEMY,6c8814eb-bbac-408e-a924-383dfa536e60,TypeScript Esencial - Avanzado,Aprende typescript esencial de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Patricia Herrera,82.0,,4.8,30833,25 horas,https://example.com/images/curso_cc89384b.jpg,"[""M\u00f3vil"", ""React Native""]",Principiante
UDEMY,9cafc765-df19-44be-8002-0972fe5cbf5a,Docker y Kubernetes - Práctico,Aprende docker y kubernetes de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Lucía Vargas,33.0,,4.2,22590,4 horas,https://example.com/images/curso_075cae4a.jpg,"[""Cloud Computing"", ""Azure""]",Principiante
UDEMY,c451cd73-1342-4524-9654-851155ed2065,Docker y Kubernetes - Masterclass,Aprende docker y kubernetes de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Lucía Vargas,101.0,,4.3,5653,12 horas,https://example.com/images/curso_db57a569.jpg,"[""Cloud Computing"", ""Azure""]",Intermedio
UDEMY,62e11b62-35d2-480d-bde5-97462d1f215b,SQL para Principiantes - Completo,Aprende sql para principiantes de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Diego Ramírez,118.0,,4.0,954,8 horas,https://example.com/images/curso_2a6e23c6.jpg,"[""Marketing"", ""Digital""]",Avanzado
UDEMY,9519e528-024e-4680-8e80-1abba0463f67,React Native - Avanzado,Aprende react native de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Carlos Rodríguez,42.0,,4.1,17353,10 horas,https://example.com/images/curso_00c66f85.jpg,"[""Marketing"", ""SEO""]",Experto
UDEMY,82b8a21f-82b9-49bc-86b3-906316f5b03f,JavaScript Avanzado - Masterclass,Aprende javascript avanzado de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Pedro López,94.0,,4.5,15275,50 horas,https://example.com/images/curso_a5d0caf0.jpg,"[""Dise\u00f1o"", ""UI/UX""]",Experto
UDEMY,1c4a5dd2-6373-4708-8af8-42cf6aa5fe50,Introducción a Python - Completo,Aprende introducción a python de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Diego Ramírez,23.0,,4.3,48743,8 horas,https://example.com/images/curso_d0d1f0ce.jpg,"[""Marketing"", ""Digital""]",Experto
UDEMY,26050282-1ce7-450b-8c53-8af9141ccead,Photoshop CC - Práctico,Aprende photoshop cc de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Beatriz Aguilar,105.0,,4.5,20812,25 horas,https://example.com/images/curso_6b39c7aa.jpg,"[""Bases de Datos"", ""NoSQL""]",Experto
UDEMY,3b06458c-a91b-4c00-8150-aead7021af2c,UI/UX Design - Avanzado,Aprende ui/ux design de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Carmen Ruiz,64.0,,4.8,20134,12 horas,https://example.com/images/curso_660912b9.jpg,"[""Cloud Computing"", ""AWS""]",Avanzado
UDEMY,00eb5ac8-2223-4c95-9ac3-e7242f6005f7,Photoshop CC - Masterclass,Aprende photoshop cc de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Laura Fernández,61.0,,4.5,32650,30 horas,https://example.com/images/curso_83232e7b.jpg,"[""DevOps"", ""Kubernetes""]",Intermedio
UDEMY,8611ad61-75bf-44f8-9cfb-6fe06993a5f2,AWS Cloud Practitioner - 2024,Aprende aws cloud practitioner de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Pedro López,68.0,,3.9,27282,10 horas,https://example.com/images/curso_34fdaf92.jpg,"[""Bases de Datos"", ""SQL""]",Intermedio
UDEMY,b45ea768-4351-4860-ab76-ff5744cd0502,AWS Cloud Practitioner - Desde Cero,Aprende aws cloud practitioner de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Laura Fernández,170.0,,4.7,7629,10 horas,https://example.com/images/curso_b59b10b5.jpg,"[""M\u00f3vil"", ""React Native""]",Intermedio
UDEMY,30fd50e0-d205-41ad-8af8-3580ba1bff8c,Swift iOS Development - Masterclass,Aprende swift ios development de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Ana Martínez,73.0,,3.7,29071,2 horas,https://example.com/images/curso_307d5da4.jpg,"[""Negocios"", ""Leadership""]",Avanzado
UDEMY,0634c506-d2eb-4d3a-bed8-1106d4c646a5,Microservicios con Spring Boot - 2024,Aprende microservicios con spring boot de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dr. María González,84.0,,4.6,42136,2 horas,https://example.com/images/curso_fd8c4525.jpg,"[""Seguridad"", ""Ethical Hacking""]",Principiante
UDEMY,4a619327-aa02-4a31-99b2-9722a56d32de,Ethical Hacking - Avanzado,Aprende ethical hacking de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Laura Fernández,138.0,,4.5,11659,8 horas,https://example.com/images/curso_fe02b0a1.jpg,"[""Cloud Computing"", ""AWS""]",Experto
UDEMY,f6d197e1-5945-4b09-9a1f-dad2fa3eac4f,Rust Programming - 2024,Aprende rust programming de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Ana Martínez,112.0,,4.1,46506,2 horas,https://example.com/images/curso_a90f60e8.jpg,"[""Programaci\u00f3n"", ""Python""]",Avanzado
UDEMY,0ddc27ee-f2e8-4ca6-8243-3fd2fc037031,Swift iOS Development - 2024,Aprende swift ios development de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Isabel Moreno,156.0,,4.5,16336,50 horas,https://example.com/images/curso_4c17b698.jpg,"[""Desarrollo Web"", ""Full Stack""]",Intermedio
UDEMY,ac5a7f9b-33cd-4170-b2ff-c0dc32dd0333,Microservicios con Spring Boot - Completo,Aprende microservicios con spring boot de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Carlos Rodríguez,122.0,,4.6,17510,40 horas,https://example.com/images/curso_8af3c228.jpg,"[""Desarrollo Web"", ""Backend""]",Principiante
UDEMY,ff113910-e8f1-45f0-a8ef-b9c4875baebe,Golang Programming - Masterclass,Aprende golang programming de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Beatriz Aguilar,115.0,,4.3,9308,2 horas,https://example.com/images/curso_702e7442.jpg,"[""Seguridad"", ""Cybersecurity""]",Principiante
UDEMY,435fead6-30a1-4e85-b27f-71cfa38eaa6d,React desde Cero - Completo,Aprende react desde cero de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Patricia Herrera,162.0,,4.4,15055,25 horas,https://example.com/images/curso_dbdf4009.jpg,"[""Seguridad"", ""Cybersecurity""]",Experto
UDEMY,deddc468-7874-4d5b-87ed-bc5b0b6e82c1,Digital Marketing - Avanzado,Aprende digital marketing de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Carmen Ruiz,95.0,,4.4,39149,50 horas,https://example.com/images/curso_c10ac61a.jpg,"[""Bases de Datos"", ""SQL""]",Avanzado
UDEMY,590910fb-e703-4323-b587-7111c141625f,Git y GitHub - Completo,Aprende git y github de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Lucía Vargas,45.0,,4.7,46858,40 horas,https://example.com/images/curso_594ac72c.jpg,"[""Dise\u00f1o"", ""UI/UX""]",Avanzado
UDEMY,49c90457-fdfb-4481-a328-3efce63e7512,Angular Fundamentals - Práctico,Aprende angular fundamentals de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Beatriz Aguilar,31.0,,4.2,9615,30 horas,https://example.com/images/curso_72b9e9be.jpg,"[""Programaci\u00f3n"", ""JavaScript""]",Principiante
UDEMY,a32d5403-3f25-4132-bf26-e12295486127,Machine Learning Básico - Avanzado,Aprende machine learning básico de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Beatriz Aguilar,46.0,,4.0,19871,10 horas,https://example.com/images/curso_6252253e.jpg,"[""M\u00f3vil"", ""iOS""]",Avanzado
UDEMY,59327e18-0c29-4fd8-af98-51ce75e488ae,Communication Skills - Masterclass,Aprende communication skills de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Cristina Mendoza,38.0,,4.3,28765,40 horas,https://example.com/images/curso_cc792686.jpg,"[""M\u00f3vil"", ""iOS""]",Avanzado
UDEMY,bbba2daf-d810-469d-b0bf-c32629ab2cb6,Vue.js Masterclass - Masterclass,Aprende vue.js masterclass de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Isabel Moreno,95.0,,3.9,9816,10 horas,https://example.com/images/curso_80aba2fc.jpg,"[""Dise\u00f1o"", ""Gr\u00e1fico""]",Avanzado
UDEMY,bbaa248a-9c21-4832-a9cd-45b4f5310c6d,Algoritmos y Estructuras de Datos - Práctico,Aprende algoritmos y estructuras de datos de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Carlos Rodríguez,36.0,,4.5,349,10 horas,https://example.com/images/curso_a5f46275.jpg,"[""Marketing"", ""SEO""]",Avanzado
UDEMY,155794b1-a98f-4fad-9375-ec3087566131,UI/UX Design - Práctico,Aprende ui/ux design de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Laura Fernández,138.0,,4.0,2185,40 horas,https://example.com/images/curso_5f5473ba.jpg,"[""Blockchain"", ""Cryptocurrency""]",Principiante
UDEMY,0b604994-578f-45ca-a050-b21b3a28dff7,Machine Learning Básico - Masterclass,Aprende machine learning básico de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Cristina Mendoza,23.0,,3.7,29296,10 horas,https://example.com/images/curso_114ce912.jpg,"[""Marketing"", ""Digital""]",Experto
UDEMY,3a1d250b-656d-45c3-ad47-8ecd3f497680,Sketch Design - 2024,Aprende sketch design de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Cristina Mendoza,78.0,,3.6,33142,25 horas,https://example.com/images/curso_89a002ab.jpg,"[""Juegos"", ""Unity""]",Principiante
UDEMY,6157b05c-d67c-4f37-8558-12f47f3fd2b4,React Native - Avanzado,Aprende react native de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dr. José García,112.0,,4.3,7941,25 horas,https://example.com/images/curso_e9f6f260.jpg,"[""Dise\u00f1o"", ""UI/UX""]",Avanzado
UDEMY,793094ff-206a-41a4-90b3-5fba9b25db73,C# .NET Core - Completo,Aprende c# .net core de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Lucía Vargas,156.0,,4.7,40544,12 horas,https://example.com/images/curso_bf26c0ef.jpg,"[""Ciencia de Datos"", ""Analytics""]",Intermedio
UDEMY,ca6ee26c-5222-42d0-abb3-79dc2914aa52,DevOps con Jenkins - Masterclass,Aprende devops con jenkins de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Raúl Vega,56.0,,4.0,22713,50 horas,https://example.com/images/curso_9bd46e06.jpg,"[""Blockchain"", ""Cryptocurrency""]",Principiante
UDEMY,5b2d80ac-e8d6-4136-a96d-b9e972ec38a5,Ethical Hacking - 2024,Aprende ethical hacking de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Isabel Moreno,46.0,,3.9,26870,4 horas,https://example.com/images/curso_8040f915.jpg,"[""Seguridad"", ""Ethical Hacking""]",Experto
UDEMY,609f22da-6b8c-4851-b8ab-7b59673ebafa,Golang Programming - Avanzado,Aprende golang programming de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Antonio Silva,114.0,,4.7,38137,40 horas,https://example.com/images/curso_1d6b6bcc.jpg,"[""M\u00f3vil"", ""Flutter""]",Principiante
UDEMY,cbe25a29-4bc2-4aac-8d92-c5a577559515,PostgreSQL Completo - Desde Cero,Aprende postgresql completo de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Diego Ramírez,25.0,,3.9,40113,10 horas,https://example.com/images/curso_1281816e.jpg,"[""Ciencia de Datos"", ""Machine Learning""]",Avanzado
