tenant_id,curso_id,nombre,descripcion,instructor,precio,precio_original,rating,estudiantes,duracion,imagen_url,categories,nivel
UDEMY,9b763bc1-2bf0-4fd8-8802-1b78b7f64500,Power BI - Avanzado,Aprende power bi de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Beatriz Aguilar,25.0,,3.9,7388,15 horas,https://example.com/images/curso_886ab21e.jpg,"[""Bases de Datos"", ""NoSQL""]",Experto
UDEMY,3253ca37-4504-4996-a8f8-25d7a1ba9b7c,TypeScript Esencial - Práctico,Aprende typescript esencial de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Pedro López,22.0,,3.9,26161,2 horas,https://example.com/images/curso_c12da05c.jpg,"[""Dise\u00f1o"", ""Gr\u00e1fico""]",Intermedio
UDEMY,ed50d9cc-b0c9-410a-af78-662bfe521cae,Flutter Development - Masterclass,Aprende flutter development de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Laura Fernández,74.0,,3.7,24393,20 horas,https://example.com/images/curso_c1cf8132.jpg,"[""Programaci\u00f3n"", ""JavaScript""]",Experto
UDEMY,94995592-7380-4b59-9509-a8d9dc6cf90f,Sketch Design - Avanzado,Aprende sketch design de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Cristina Mendoza,87.0,,4.4,24842,50 horas,https://example.com/images/curso_709b7619.jpg,"[""Seguridad"", ""Ethical Hacking""]",Avanzado
UDEMY,d760c3ff-34f2-4b56-bb3a-89ea34205961,Node.js Completo - Práctico,Aprende node.js completo de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Miguel Torres,88.0,,4.4,40811,2 horas,https://example.com/images/curso_00e166ba.jpg,"[""M\u00f3vil"", ""Android""]",Avanzado
UDEMY,be8daa3a-27f5-4c98-833f-a578d0b1b939,Golang Programming - Completo,Aprende golang programming de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Roberto Jiménez,102.0,,4.1,24742,15 horas,https://example.com/images/curso_691fb4f7.jpg,"[""Dise\u00f1o"", ""Gr\u00e1fico""]",Experto
UDEMY,f3f6a139-0c0c-43e1-b84c-110cb18a9ad1,JavaScript Avanzado - Desde Cero,Aprende javascript avanzado de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Beatriz Aguilar,65.0,,4.0,25275,4 horas,https://example.com/images/curso_9a658f98.jpg,"[""M\u00f3vil"", ""React Native""]",Experto
UDEMY,98720666-2b71-483c-ab1c-3b9274506e67,Swift iOS Development - Desde Cero,Aprende swift ios development de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Beatriz Aguilar,65.0,,4.3,16902,40 horas,https://example.com/images/curso_03739959.jpg,"[""M\u00f3vil"", ""Flutter""]",Principiante
UDEMY,cbf1ca99-c83f-4388-8734-a0c96425eaa1,Java Spring Framework - Práctico,Aprende java spring framework de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Carlos Rodríguez,57.0,,5.0,15568,25 horas,https://example.com/images/curso_c6433d86.jpg,"[""Cloud Computing"", ""AWS""]",Intermedio
UDEMY,86a8006d-72dd-4e81-8bc5-b23e93ad80ba,Programación Orientada a Objetos - Desde Cero,Aprende programación orientada a objetos de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Patricia Herrera,151.0,,4.8,3628,20 horas,https://example.com/images/curso_9ab86674.jpg,"[""Bases de Datos"", ""SQL""]",Avanzado
UDEMY,a6ad33fb-e4ba-4f3f-9220-08190e5829f0,Ruby on Rails - 2024,Aprende ruby on rails de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Alejandro Peña,50.0,,3.9,37601,4 horas,https://example.com/images/curso_8fb7e11c.jpg,"[""Blockchain"", ""Cryptocurrency""]",Experto
UDEMY,7ba75898-d78c-4719-b8ff-b43880d579e8,NFT Creation - Avanzado,Aprende nft creation de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Pedro López,34.0,,4.7,15764,2 horas,https://example.com/images/curso_0cdf2d22.jpg,"[""M\u00f3vil"", ""React Native""]",Experto
UDEMY,906b29f7-c4f3-474d-ae82-20bf83208de5,PostgreSQL Completo - Práctico,Aprende postgresql completo de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Pedro López,47.0,,4.8,47476,12 horas,https://example.com/images/curso_c50bfcb4.jpg,"[""Ciencia de Datos"", ""Machine Learning""]",Avanzado
UDEMY,2e543e3d-bc5b-4797-8227-8e5deb47752c,Vue.js Masterclass - Avanzado,Aprende vue.js masterclass de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Patricia Herrera,36.0,,4.6,42481,15 horas,https://example.com/images/curso_f3326a6c.jpg,"[""Dise\u00f1o"", ""UI/UX""]",Principiante
UDEMY,58f738ba-a349-44bc-a415-aec24fae4871,Algoritmos y Estructuras de Datos - Avanzado,Aprende algoritmos y estructuras de datos de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Laura Fernández,127.0,,5.0,18999,12 horas,https://example.com/images/curso_8c8c008f.jpg,"[""Blockchain"", ""Web3""]",Experto
UDEMY,8691dbc0-713a-48cd-8f96-88383040e35d,Flutter Development - Avanzado,Aprende flutter development de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Cristina Mendoza,30.0,,4.9,39424,6 horas,https://example.com/images/curso_5fb4b786.jpg,"[""Seguridad"", ""Ethical Hacking""]",Experto
UDEMY,2ba0c30c-11bd-423d-93c5-4fa3768a4c69,Unity Game Development - Práctico,Aprende unity game development de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Miguel Torres,72.0,,4.4,10792,30 horas,https://example.com/images/curso_23409d4a.jpg,"[""Dise\u00f1o"", ""UI/UX""]",Avanzado
UDEMY,d4982dc3-4fe9-45e8-bac6-1e59a1c41187,Communication Skills - Masterclass,Aprende communication skills de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Carlos Rodríguez,30.0,,4.4,18617,4 horas,https://example.com/images/curso_891e4f66.jpg,"[""Desarrollo Web"", ""Frontend""]",Intermedio
UDEMY,7f81039b-e9ef-4e4e-9cb9-3cf2958d4cb3,Microservicios con Spring Boot - Avanzado,Aprende microservicios con spring boot de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Beatriz Aguilar,141.0,,4.1,21054,2 horas,https://example.com/images/curso_f918f65e.jpg,"[""Blockchain"", ""Web3""]",Experto
UDEMY,78dea250-3770-43d5-9a0f-d9b1ed7098c7,Microservicios con Spring Boot - Completo,Aprende microservicios con spring boot de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Lucía Vargas,59.0,,3.5,23807,4 horas,https://example.com/images/curso_29cd86e3.jpg,"[""Juegos"", ""Unity""]",Experto
UDEMY,e708e16d-bffd-40c1-832a-4e600d925eee,Ruby on Rails - Práctico,Aprende ruby on rails de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Mónica Ortega,26.0,,4.2,40323,15 horas,https://example.com/images/curso_00e90a83.jpg,"[""Blockchain"", ""Cryptocurrency""]",Experto
UDEMY,67ed1596-4de7-4195-91c1-314eabe4c879,Ruby on Rails - Completo,Aprende ruby on rails de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dr. José García,136.0,,4.2,18733,12 horas,https://example.com/images/curso_af455168.jpg,"[""Dise\u00f1o"", ""UI/UX""]",Experto
UDEMY,ba118242-e126-4506-ae85-b2af4e536817,PHP Laravel - 2024,Aprende php laravel de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Ana Martínez,57.0,,4.2,8064,2 horas,https://example.com/images/curso_aa290f5d.jpg,"[""Programaci\u00f3n"", ""JavaScript""]",Experto
UDEMY,435de975-b720-4319-a004-a7014f7751e3,Blender 3D Modeling - Desde Cero,Aprende blender 3d modeling de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Beatriz Aguilar,21.0,,4.2,11954,40 horas,https://example.com/images/curso_acd29baa.jpg,"[""Programaci\u00f3n"", ""Python""]",Experto
UDEMY,9fb4def8-ca50-46d3-aefc-7659530910fb,Node.js Completo - Práctico,Aprende node.js completo de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Patricia Herrera,111.0,,3.9,35095,10 horas,https://example.com/images/curso_10a6eebb.jpg,"[""Cloud Computing"", ""Azure""]",Experto
UDEMY,ca949f02-911f-47fa-8617-6515783835d2,DevOps con Jenkins - Avanzado,Aprende devops con jenkins de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dr. José García,96.0,,4.3,47993,20 horas,https://example.com/images/curso_3fa9d32d.jpg,"[""Negocios"", ""Management""]",Avanzado
UDEMY,f92bfcef-39a4-4412-aba6-dc55abafdb21,Git y GitHub - Completo,Aprende git y github de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Alejandro Peña,60.0,,3.7,3692,40 horas,https://example.com/images/curso_3c82ab4a.jpg,"[""Desarrollo Web"", ""Full Stack""]",Principiante
UDEMY,cee0eed3-08a4-4df5-819a-ba83bfb7baac,Web3 Development - Completo,Aprende web3 development de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Carmen Ruiz,23.0,,4.4,9982,4 horas,https://example.com/images/curso_473068d9.jpg,"[""Ciencia de Datos"", ""Machine Learning""]",Experto
UDEMY,a2e580b4-6228-4bf6-b7a3-615718727300,Adobe XD - Desde Cero,Aprende adobe xd de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Diego Ramírez,67.0,,4.4,36534,2 horas,https://example.com/images/curso_7ab56abf.jpg,"[""Blockchain"", ""Cryptocurrency""]",Principiante
UDEMY,d80384eb-00f6-4037-ad6b-5155ce4c4f7b,Tableau - Desde Cero,Aprende tableau de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Diego Ramírez,78.0,,4.7,22610,50 horas,https://example.com/images/curso_52c64265.jpg,"[""Negocios"", ""Management""]",Avanzado
UDEMY,5df0b790-dd87-4b7f-ab75-21e32794dfd8,TypeScript Esencial - 2024,Aprende typescript esencial de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Isabel Moreno,37.0,,3.6,10159,40 horas,https://example.com/images/curso_3269aa83.jpg,"[""Marketing"", ""SEO""]",Intermedio
UDEMY,2893245d-7a54-4e4f-b8bf-839392846175,Communication Skills - Práctico,Aprende communication skills de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Laura Fernández,49.0,,4.8,48757,4 horas,https://example.com/images/curso_88c2845e.jpg,"[""M\u00f3vil"", ""iOS""]",Intermedio
UDEMY,cacc6896-f68d-44d5-885c-41be98a6f0d1,Introducción a Python - Desde Cero,Aprende introducción a python de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Patricia Herrera,93.0,,3.8,47614,25 horas,https://example.com/images/curso_c8718e3b.jpg,"[""DevOps"", ""Kubernetes""]",Experto
UDEMY,5271b37c-d080-4c21-bfa9-51e3c8ae4037,Power BI - Práctico,Aprende power bi de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Mónica Ortega,30.0,,4.3,25895,30 horas,https://example.com/images/curso_97c64e29.jpg,"[""Dise\u00f1o"", ""UI/UX""]",Experto
UDEMY,e5d9f2c0-9278-4e29-991e-5c27606ab36b,Leadership Skills - Avanzado,Aprende leadership skills de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Laura Fernández,51.0,,4.2,18324,25 horas,https://example.com/images/curso_4e5ad6b5.jpg,"[""Marketing"", ""SEO""]",Intermedio
UDEMY,a2def1af-5c2c-476f-806b-56cb8c6fcfdc,JavaScript Avanzado - 2024,Aprende javascript avanzado de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Ana Martínez,56.0,,4.3,8080,8 horas,https://example.com/images/curso_c54c09a1.jpg,"[""Dise\u00f1o"", ""UI/UX""]",Intermedio
UDEMY,479a743f-0f22-48b8-8911-8cbf6ce12607,Java Spring Framework - Avanzado,Aprende java spring framework de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dra. Patricia Herrera,32.0,,3.7,29182,6 horas,https://example.com/images/curso_d81dabe8.jpg,"[""Programaci\u00f3n"", ""JavaScript""]",Intermedio
UDEMY,02be85ab-8ea6-4a91-8b22-4f3ac25a8d1a,C# .NET Core - Práctico,Aprende c# .net core de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Carmen Ruiz,113.0,,4.6,28010,4 horas,https://example.com/images/curso_30707e26.jpg,"[""Cloud Computing"", ""AWS""]",Avanzado
UDEMY,a90426d3-ed45-46c9-ac14-85e018f323f5,React desde Cero - Avanzado,Aprende react desde cero de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dr. Fernando Castro,40.0,,4.7,25650,25 horas,https://example.com/images/curso_609a3b6f.jpg,"[""Ciencia de Datos"", ""Machine Learning""]",Principiante
UDEMY,3665f9e6-ac2e-4e55-9750-9831f76ca2b9,Golang Programming - Práctico,Aprende golang programming de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Alejandro Peña,118.0,,3.8,4087,4 horas,https://example.com/images/curso_fcd2aca9.jpg,"[""Programaci\u00f3n"", ""JavaScript""]",Intermedio
UDEMY,844bd0f7-a551-4cd7-9c73-05a5520ef58f,MongoDB Avanzado - Avanzado,Aprende mongodb avanzado de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Miguel Torres,44.0,,4.5,39389,50 horas,https://example.com/images/curso_7a9f549e.jpg,"[""Negocios"", ""Management""]",Intermedio
UDEMY,bd7c087d-54c8-4a4a-b348-05c9ad68a9c6,Data Science con Python - 2024,Aprende data science con python de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dr. Fernando Castro,27.0,,4.6,6000,8 horas,https://example.com/images/curso_9a0fbf7a.jpg,"[""Cloud Computing"", ""AWS""]",Intermedio
UDEMY,b4c793c4-1413-4ccf-884f-dc0a196b7ea9,Sketch Design - Masterclass,Aprende sketch design de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Roberto Jiménez,81.0,,3.9,22285,15 horas,https://example.com/images/curso_daddaab0.jpg,"[""Desarrollo Web"", ""Frontend""]",Principiante
UDEMY,6a499c2a-3583-4a5b-a054-161eef378676,Golang Programming - Avanzado,Aprende golang programming de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Miguel Torres,130.0,,4.8,36648,20 horas,https://example.com/images/curso_b57851c5.jpg,"[""Negocios"", ""Leadership""]",Intermedio
UDEMY,57e592eb-9ac3-4a0d-94c6-4ede410d728a,Introducción a Python - Desde Cero,Aprende introducción a python de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Carmen Ruiz,34.0,,4.3,29082,10 horas,https://example.com/images/curso_9768f5d5.jpg,"[""M\u00f3vil"", ""Flutter""]",Intermedio
UDEMY,3323b48c-e7e9-42c2-ae73-691b8208c875,React desde Cero - 2024,Aprende react desde cero de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Isabel Moreno,37.0,,3.7,45101,25 horas,https://example.com/images/curso_421e925d.jpg,"[""DevOps"", ""Kubernetes""]",Intermedio
UDEMY,426223a1-5def-458a-8971-5887bb97aa5a,Ruby on Rails - Avanzado,Aprende ruby on rails de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Miguel Torres,75.0,,3.7,37806,15 horas,https://example.com/images/curso_4b3bcb50.jpg,"[""Ciencia de Datos"", ""Analytics""]",Intermedio
UDEMY,93c8049c-b548-4c75-aa16-6c6b18e00c00,Node.js Completo - Masterclass,Aprende node.js completo de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Dr. Fernando Castro,49.0,,4.4,13429,30 horas,https://example.com/images/curso_422015a3.jpg,"[""Ciencia de Datos"", ""Machine Learning""]",Intermedio
UDEMY,c4cad055-4ee9-46d9-b216-a78f32f7fd16,JavaScript Avanzado - Masterclass,Aprende javascript avanzado de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Raúl Vega,79.0,,4.5,29672,30 horas,https://example.com/images/curso_fcd0851b.jpg,"[""Bases de Datos"", ""NoSQL""]",Intermedio
UDEMY,a880be73-bdcd-4c65-9478-007188f1a660,Leadership Skills - Desde Cero,Aprende leadership skills de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Carmen Ruiz,33.0,,4.0,8256,8 horas,https://example.com/images/curso_1831f92e.jpg,"[""Desarrollo Web"", ""Frontend""]",Intermedio
UDEMY,a191d53d-6a68-4827-9dee-fb95ccca7885,MongoDB Avanzado - Completo,Aprende mongodb avanzado de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Ana Martínez,84.0,,4.4,7310,50 horas,https://example.com/images/curso_a0f9a822.jpg,"[""M\u00f3vil"", ""Flutter""]",Avanzado
UDEMY,79d47dc0-0f61-4674-a1a0-3e842a56272c,TypeScript Esencial - Completo,Aprende typescript esencial de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Beatriz Aguilar,63.0,,4.4,39392,12 horas,https://example.com/images/curso_c948fc80.jpg,"[""Cloud Computing"", ""Azure""]",Intermedio
UDEMY,a6b6ad56-45cb-442b-805f-8ec4ae94632b,SEO Optimization - Práctico,Aprende seo optimization de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Ing. Lucía Vargas,37.0,,4.6,26397,50 horas,https://example.com/images/curso_5246f178.jpg,"[""Negocios"", ""Leadership""]",Avanzado
UDEMY,27063d2c-01dc-4fa4-8088-50b527c68c98,Social Media Marketing - 2024,Aprende social media marketing de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Lic. Pedro López,25.0,,3.7,9595,30 horas,https://example.com/images/curso_d753d9b4.jpg,"[""Bases de Datos"", ""NoSQL""]",Principiante
UDEMY,cfb73d50-65e4-4825-8ec7-c98d1f3549d2,Data Science con Python - Desde Cero,Aprende data science con python de manera práctica y efectiva. Este curso te llevará desde los conceptos básicos hasta técnicas avanzadas. Incluye proyectos reales y ejercicios prácticos para consolidar tu aprendizaje.,Prof. Raúl Vega,160.0,,4.7,14864,15 horas,https://example.com/images/curso_787af36f.jpg,"[""Juegos"", ""Unity""]",Experto
